location,price,area,rooms,floor,total_floors,year,parking,state,furnished,market
Fabryczna,615960.0,53.1,2,3,3,2011,0,dobry,1,secondary
Psie Pole,2444000.0,149.46,5,5,9,2023,1,do wykończenia,0,primary
Krzyki,630000.0,49.74,2,3,4,2012,1,bardzo dobry,0,secondary
Krzyki,599218.0,56.53,3,1,3,2024,1,do wykończenia,0,primary
Krzyki,1021650.0,68.11,3,4,6,2020,1,wysoki standard,1,secondary
Krzyki,627900.0,46.0,3,1,4,2024,1,do wykończenia,0,primary
Krzyki,937945.0,86.05,3,3,3,2024,1,do wykończenia,0,primary
Fabryczna,529000.0,37.1,2,0,2,2019,0,bardzo dobry,1,secondary
Psie Pole,1199000.0,84.0,4,2,3,2017,1,wysoki standard,0,secondary
Fabryczna,649000.0,56.5,3,4,4,1968,0,dobry,0,secondary
Stare Miasto,699000.0,43.83,3,3,4,1980,0,do odświeżenia,0,secondary
Śródmieście,1050000.0,85.0,4,7,8,2022,1,bardzo dobry,0,secondary
Stare Miasto,643900.0,27.4,1,0,5,2024,1,do wykończenia,0,primary
Krzyki,670887.0,41.67,2,4,7,2025,1,do wykończenia,0,primary
Psie Pole,829000.0,64.08,3,1,5,2023,1,deweloperski,0,primary
Inne,800000.0,94.5,4,1,4,2006,0,bardzo dobry,0,secondary
Fabryczna,1047581.0,83.84,3,9,10,2023,0,do wykończenia,0,primary
Psie Pole,699000.0,54.0,3,0,4,2023,1,nowe wykończone,0,primary
Krzyki,1023100.0,81.0,5,2,4,2025,1,deweloperski,0,primary
Stare Miasto,1901878.0,78.59,4,21,23,2024,1,deweloperski,0,primary
Psie Pole,559000.0,29.0,1,1,4,2018,0,wysoki standard,1,secondary
Fabryczna,679780.0,58.1,3,0,3,2025,1,do wykończenia,0,primary
Krzyki,799999.0,67.64,3,1,17,1992,1,dobry,1,secondary
Psie Pole,519000.0,30.72,1,4,9,2023,0,do wykończenia,0,primary
Stare Miasto,1125179.0,60.17,3,5,23,2024,1,deweloperski,0,primary
Krzyki,768750.0,49.57,2,8,8,2026,1,do wykończenia,0,primary
Psie Pole,679000.0,40.49,2,3,5,2014,1,wysoki standard,0,secondary
Psie Pole,1171800.0,74.4,4,1,6,2024,0,deweloperski,0,primary
Krzyki,679800.0,41.2,2,2,7,2024,1,do wykończenia,0,secondary
Fabryczna,570183.0,57.0,3,2,3,2023,0,deweloperski,0,primary
Krzyki,840000.0,80.0,4,1,4,2024,0,deweloperski,0,primary
Stare Miasto,1034586.0,43.47,2,2,4,2024,1,deweloperski,0,primary
Stare Miasto,1909440.0,79.56,3,2,5,2024,1,do wykończenia,0,primary
Krzyki,3450000.0,230.0,5,1,2,1930,1,bardzo dobry,0,secondary
Psie Pole,649000.0,51.49,2,3,4,2023,1,deweloperski,0,primary
Inne,1187000.0,91.34,5,0,8,2026,1,do wykończenia,0,primary
Krzyki,825000.0,48.8,2,1,4,2021,1,wysoki standard,1,secondary
Fabryczna,730000.0,63.63,3,2,4,2023,1,deweloperski,0,secondary
Krzyki,783730.0,62.2,3,0,3,2023,0,deweloperski,0,primary
Krzyki,618970.0,56.53,3,0,3,2024,0,deweloperski,0,primary
Krzyki,1040464.0,84.71,5,0,2,2024,0,deweloperski,0,primary
Psie Pole,511980.0,48.76,3,3,3,2024,0,deweloperski,0,primary
Psie Pole,469278.0,53.94,3,1,2,2024,1,do wykończenia,0,primary
Inne,660000.0,53.1,3,1,2,2024,1,deweloperski,0,primary
Stare Miasto,1100000.0,67.0,4,1,3,2023,1,deweloperski,0,primary
Krzyki,742650.0,48.26,2,2,3,2023,1,do wykończenia,0,primary
Krzyki,549731.0,43.32,2,1,2,2023,1,do wykończenia,0,primary
Psie Pole,495000.0,34.0,2,7,10,1980,0,dobry,1,secondary
Krzyki,530000.0,52.0,2,10,5,1980,1,wysoki standard,1,secondary
Krzyki,720000.0,58.08,2,2,4,2016,1,wysoki standard,1,secondary
Krzyki,569000.0,44.08,2,5,5,2025,1,deweloperski,0,primary
Krzyki,818728.0,70.58,4,0,3,2024,1,do wykończenia,0,primary
Krzyki,705100.0,53.34,3,1,3,2023,1,do wykończenia,0,primary
Inne,599000.0,62.0,2,4,4,1980,0,dobry,1,secondary
Krzyki,620000.0,50.04,2,0,2,2024,1,deweloperski,0,primary
Krzyki,1058016.0,98.88,4,3,3,2024,0,deweloperski,0,primary
Psie Pole,568729.0,50.33,2,0,3,2025,1,do wykończenia,0,primary
Psie Pole,541551.0,55.83,2,3,3,2023,0,deweloperski,0,primary
Śródmieście,1000000.0,33.44,1,4,5,2020,1,bardzo dobry,1,secondary
Krzyki,924000.0,56.0,3,9,17,2016,1,wysoki standard,1,secondary
Krzyki,719854.0,58.17,3,1,2,2022,0,deweloperski,0,primary
Psie Pole,749840.0,41.2,1,0,6,2024,1,deweloperski,0,primary
Fabryczna,669000.0,52.79,3,2,4,2022,0,do wykończenia,0,primary
Fabryczna,714150.0,66.2,3,3,5,2023,0,deweloperski,0,primary
Psie Pole,399000.0,26.7,1,4,4,1972,0,nowe wykończone,1,secondary
Psie Pole,629000.0,34.61,1,4,6,2023,0,deweloperski,0,primary
Krzyki,925000.0,81.16,4,0,1,2024,1,do wykończenia,0,primary
Inne,659000.0,51.11,3,2,4,2023,1,do wykończenia,0,primary
Stare Miasto,526600.0,25.23,1,2,4,2024,0,deweloperski,0,primary
Psie Pole,667182.0,48.76,3,4,5,2025,0,deweloperski,0,primary
Inne,899000.0,58.5,3,3,11,2016,1,bardzo dobry,0,secondary
Psie Pole,1684000.0,101.0,4,4,6,2023,1,deweloperski,0,primary
Psie Pole,541551.0,55.83,3,3,3,2023,1,deweloperski,0,primary
Krzyki,568725.0,47.3,2,2,2,2025,0,deweloperski,0,primary
Krzyki,870000.0,72.7,4,4,4,1980,0,bardzo dobry,1,secondary
Fabryczna,783729.0,60.2,3,0,3,2025,0,deweloperski,0,primary
Krzyki,1058015.0,98.88,4,3,3,2024,1,do wykończenia,0,primary
Krzyki,686925.0,53.27,2,1,8,2026,1,bardzo dobry,0,primary
Psie Pole,483000.0,34.2,1,0,6,2024,1,do wykończenia,0,primary
Krzyki,533718.0,37.9,2,0,3,2025,1,do wykończenia,0,primary
Inne,970085.0,92.7,5,6,11,2005,0,dobry,1,secondary
Krzyki,1116833.0,97.54,5,1,1,2025,0,do wykończenia,0,primary
Stare Miasto,1869000.0,62.3,3,5,5,2021,1,bardzo dobry,0,secondary
Stare Miasto,601000.0,35.72,2,3,4,1950,0,wysoki standard,1,secondary
Stare Miasto,643900.0,27.4,1,0,5,2024,1,do wykończenia,0,primary
Inne,555000.0,39.01,2,0,2,2016,1,nowe wykończone,0,secondary
Psie Pole,539000.0,39.17,2,1,5,2025,1,do wykończenia,0,primary
Fabryczna,699000.0,61.14,3,2,4,2024,1,do wykończenia,0,primary
Psie Pole,929000.0,89.0,4,4,4,2023,1,do wykończenia,0,secondary
Stare Miasto,659000.0,37.0,2,4,6,2023,1,deweloperski,0,primary
Śródmieście,655000.0,41.5,2,3,5,1910,0,bardzo dobry,0,secondary
Stare Miasto,999000.0,74.01,4,0,9,2023,1,deweloperski,0,primary
Stare Miasto,899000.0,53.77,3,2,6,2007,1,bardzo dobry,0,secondary
Psie Pole,631100.0,63.11,3,3,3,2025,0,deweloperski,0,primary
Inne,624124.0,45.4,2,4,8,2026,1,deweloperski,0,primary
Krzyki,757275.0,71.4,4,0,2,2024,1,do wykończenia,0,primary
Krzyki,1040380.0,83.9,5,0,2,2024,0,do wykończenia,0,primary
Psie Pole,439582.0,41.47,1,0,5,2023,1,do wykończenia,0,primary
Psie Pole,576000.0,44.15,2,1,5,2025,1,do wykończenia,0,primary
Śródmieście,763912.0,50.21,2,3,7,2023,1,deweloperski,0,primary
Psie Pole,362330.0,38.14,1,1,3,2020,1,dobry,0,secondary
Fabryczna,598000.0,43.37,2,4,4,2020,0,bardzo dobry,1,secondary
Psie Pole,495850.0,42.2,2,0,2,2024,1,deweloperski,0,primary
Krzyki,528300.0,38.21,2,2,6,2024,0,deweloperski,0,secondary
Krzyki,660000.0,40.23,2,3,3,2020,1,bardzo dobry,1,secondary
Psie Pole,604756.0,44.08,2,2,5,2025,0,deweloperski,0,primary
Psie Pole,779000.0,60.3,3,3,5,2025,0,deweloperski,0,primary
Psie Pole,439000.0,40.5,2,3,4,1930,0,dobry,1,secondary
Psie Pole,628700.0,62.87,3,1,2,2024,0,deweloperski,0,primary
Psie Pole,745000.0,68.91,3,3,3,2013,1,do odświeżenia,0,secondary
Krzyki,673318.0,58.2,3,1,2,2023,1,deweloperski,0,primary
Psie Pole,929000.0,74.56,4,0,9,2022,1,do wykończenia,0,primary
Stare Miasto,780000.0,38.03,2,2,6,2024,1,do wykończenia,0,primary
Fabryczna,529980.0,40.15,2,0,3,2025,1,do wykończenia,0,primary
Krzyki,560000.0,37.55,2,1,3,2017,0,bardzo dobry,1,secondary
Psie Pole,1200000.0,84.0,4,2,3,2017,1,wysoki standard,1,secondary
Krzyki,725000.0,46.68,2,4,5,2008,1,bardzo dobry,1,secondary
Śródmieście,950000.0,110.0,3,2,4,1930,0,bardzo dobry,0,secondary
Psie Pole,589000.0,44.08,2,1,5,2025,1,do wykończenia,0,primary
Śródmieście,469490.0,49.42,2,0,4,1909,0,dobry,0,secondary
Fabryczna,681000.0,61.2,3,1,4,2023,1,do wykończenia,0,primary
Krzyki,590458.0,48.3,2,0,2,2024,1,do wykończenia,0,primary
Śródmieście,1150000.0,102.03,3,4,5,1903,0,wysoki standard,0,secondary
Fabryczna,650000.0,47.0,2,0,3,2012,1,dobry,0,secondary
Psie Pole,569000.0,39.17,2,3,5,2025,1,bardzo dobry,0,primary
Krzyki,937945.0,86.05,3,3,3,2024,1,do wykończenia,0,primary
Krzyki,820000.0,73.0,3,4,5,1993,0,bardzo dobry,1,secondary
Fabryczna,799000.0,61.0,3,3,3,2011,1,bardzo dobry,1,secondary
Stare Miasto,643900.0,27.4,1,0,5,2024,1,do wykończenia,0,primary
Stare Miasto,836880.0,63.4,3,5,7,2023,1,do wykończenia,0,primary
Krzyki,670700.0,51.5,2,1,8,2024,1,deweloperski,0,primary
Śródmieście,1820000.0,68.0,3,2,5,2021,1,wysoki standard,1,secondary
Stare Miasto,837557.0,37.94,2,0,6,2024,1,do wykończenia,0,primary
Stare Miasto,589000.0,37.0,2,2,10,1975,0,bardzo dobry,0,secondary
Krzyki,925000.0,83.04,4,0,1,2024,0,deweloperski,0,primary
Inne,440000.0,32.6,1,2,2,2002,1,wysoki standard,1,secondary
Krzyki,746825.0,73.29,4,1,4,2023,1,do wykończenia,0,primary
Stare Miasto,850000.0,60.0,2,3,6,2008,0,bardzo dobry,1,secondary
Krzyki,676290.0,56.6,3,2,2,2025,0,do wykończenia,0,primary
Inne,689950.0,63.61,3,10,11,1989,0,dobry,1,secondary
Fabryczna,1389000.0,85.0,3,1,2,2022,1,nowe wykończone,1,secondary
Psie Pole,735693.0,55.34,3,4,9,2023,1,do wykończenia,0,primary
Krzyki,549000.0,55.0,3,10,10,1980,0,do remontu,0,secondary
Stare Miasto,956760.0,46.9,2,8,23,2024,1,do wykończenia,0,primary
Fabryczna,630000.0,57.5,2,1,4,2000,0,dobry,0,secondary
Stare Miasto,1120000.0,92.0,3,3,4,1930,1,wysoki standard,1,secondary
Krzyki,710840.0,62.2,3,1,3,2025,1,do wykończenia,0,primary
Fabryczna,884723.0,88.49,4,0,4,2023,1,do wykończenia,0,primary
Psie Pole,559000.0,32.49,1,0,9,2026,1,do wykończenia,0,primary
Krzyki,800000.0,57.6,3,3,4,2018,1,wysoki standard,1,secondary
Fabryczna,649000.0,49.7,3,2,5,2023,1,do wykończenia,0,primary
Psie Pole,459950.0,32.76,2,3,3,2023,0,do wykończenia,0,primary
Krzyki,2354260.0,150.48,4,2,2,2024,0,deweloperski,0,primary
Fabryczna,749000.0,64.2,3,0,2,1998,0,dobry,0,secondary
Psie Pole,782676.0,72.47,4,0,2,2025,1,do wykończenia,0,primary
Krzyki,545000.0,42.0,2,2,4,2003,1,dobry,0,secondary
Śródmieście,660000.0,46.8,3,4,9,1980,1,dobry,1,secondary
Krzyki,719000.0,50.65,2,1,4,2023,1,nowe wykończone,1,secondary
Fabryczna,729001.0,63.67,3,1,4,2023,1,deweloperski,0,primary
Stare Miasto,1124500.0,86.5,3,5,7,2024,0,do wykończenia,0,primary
Stare Miasto,875000.0,72.18,4,4,4,2022,0,do wykończenia,0,primary
Krzyki,1113250.0,91.32,5,1,8,2026,1,do wykończenia,0,primary
Psie Pole,600000.0,41.5,2,3,10,1975,0,wysoki standard,1,secondary
Krzyki,799000.0,66.59,3,2,3,2017,1,bardzo dobry,1,secondary
Krzyki,440000.0,28.64,2,1,4,2010,0,bardzo dobry,1,secondary
Fabryczna,689000.0,57.47,3,1,4,2022,1,deweloperski,0,primary
Krzyki,781740.0,59.8,4,2,2,2024,1,do wykończenia,0,primary
Śródmieście,919000.0,60.7,3,6,8,2015,1,dobry,0,secondary
Krzyki,530000.0,39.0,2,0,4,2024,0,deweloperski,0,primary
Stare Miasto,595000.0,39.7,2,0,8,2026,1,do wykończenia,0,primary
Fabryczna,939000.0,88.49,4,0,4,2023,0,deweloperski,0,primary
Psie Pole,419589.0,40.54,2,1,2,2025,0,deweloperski,0,primary
Stare Miasto,485584.0,42.67,2,0,3,2024,1,deweloperski,0,primary
Psie Pole,569000.0,44.08,2,1,5,2025,0,deweloperski,0,primary
Krzyki,768915.0,73.23,3,3,3,2024,0,do wykończenia,0,primary
Fabryczna,686000.0,64.9,3,1,4,1997,0,bardzo dobry,1,secondary
Krzyki,476660.0,40.81,1,1,2,2023,1,do wykończenia,0,primary
Fabryczna,299000.0,40.0,2,1,2,1930,0,do remontu,0,secondary
Krzyki,538500.0,44.14,2,0,3,2024,0,do wykończenia,0,primary
Psie Pole,529000.0,30.82,1,1,9,2026,0,deweloperski,0,primary
Psie Pole,1650000.0,91.0,4,6,7,2023,1,bardzo dobry,1,primary
Fabryczna,620000.0,56.0,4,1,4,1975,0,dobry,0,secondary
Psie Pole,629000.0,49.82,2,3,7,2023,0,do wykończenia,0,primary
Krzyki,749500.0,56.4,3,3,4,2024,1,do wykończenia,0,primary
Stare Miasto,839000.0,57.66,3,0,6,2023,1,do wykończenia,0,primary
Śródmieście,850000.0,84.52,3,3,3,1945,0,dobry,1,secondary
Krzyki,850000.0,74.5,3,2,3,1920,1,bardzo dobry,1,secondary
Krzyki,679000.0,56.05,2,2,4,2007,1,bardzo dobry,1,secondary
Psie Pole,440000.0,34.13,2,0,1,2024,1,do wykończenia,0,primary
Krzyki,698000.0,64.0,3,0,3,2000,0,dobry,0,secondary
Stare Miasto,1419000.0,87.0,4,4,6,2023,1,wysoki standard,0,primary
Psie Pole,889000.0,67.79,3,3,9,2024,1,do wykończenia,0,primary
Krzyki,589987.0,53.1,3,1,4,2023,0,do wykończenia,0,primary
Fabryczna,649000.0,50.34,2,3,4,2010,0,bardzo dobry,1,secondary
Krzyki,599000.0,49.3,2,3,5,2001,0,bardzo dobry,0,secondary
Psie Pole,821462.0,73.48,4,0,7,2022,1,do wykończenia,0,primary
Inne,900000.0,83.01,5,0,1,2025,0,deweloperski,0,primary
Krzyki,729000.0,61.0,3,1,5,1994,0,dobry,0,secondary
Stare Miasto,1097000.0,74.4,4,1,6,2023,1,deweloperski,0,primary
Stare Miasto,699000.0,38.4,2,3,4,2018,0,bardzo dobry,1,secondary
Krzyki,860002.0,60.03,3,0,3,2022,1,wysoki standard,0,secondary
Krzyki,1096410.0,96.6,5,1,1,2025,0,deweloperski,0,primary
Fabryczna,530000.0,46.8,2,10,11,1989,0,do odświeżenia,1,secondary
Stare Miasto,1823520.0,78.6,4,19,23,2024,1,do wykończenia,0,primary
Krzyki,537000.0,48.67,2,2,2,2025,0,deweloperski,0,primary
Krzyki,560000.0,43.7,2,2,2,2025,1,do wykończenia,0,primary
Psie Pole,560000.0,44.38,2,1,1,1896,0,bardzo dobry,1,secondary
Krzyki,588000.0,38.3,2,4,4,2025,1,do wykończenia,0,primary
Krzyki,900000.0,50.0,2,0,6,2022,1,bardzo dobry,1,secondary
Stare Miasto,855600.0,71.3,4,1,7,2023,1,do wykończenia,0,primary
Fabryczna,399000.0,29.7,1,1,3,2010,0,bardzo dobry,1,secondary
Psie Pole,609000.0,38.64,1,0,9,2023,0,do wykończenia,0,primary
Krzyki,1783482.0,118.78,4,0,2,2024,1,do wykończenia,0,primary
Psie Pole,970530.0,74.8,4,5,9,2022,1,do wykończenia,0,primary
Fabryczna,649000.0,53.4,4,0,10,1970,0,nowe wykończone,0,secondary
Psie Pole,729000.0,61.11,3,3,5,2023,0,deweloperski,0,primary
Stare Miasto,839000.0,56.79,3,0,6,2023,1,do wykończenia,0,primary
Psie Pole,782676.0,72.47,4,0,2,2024,1,deweloperski,0,primary
Psie Pole,507036.0,53.94,3,1,2,2025,1,do wykończenia,0,primary
Psie Pole,1499750.0,119.63,4,6,9,2023,1,do wykończenia,0,primary
Fabryczna,519000.0,37.25,2,0,4,1930,0,dobry,0,secondary
Fabryczna,548270.0,50.3,2,1,3,2025,1,do wykończenia,0,primary
Śródmieście,1160000.0,74.5,4,1,6,2024,1,deweloperski,0,primary
Krzyki,673318.0,58.17,3,1,2,2023,1,do wykończenia,0,primary
Psie Pole,809000.0,57.66,3,0,5,2023,1,do wykończenia,0,primary
Śródmieście,548000.0,34.29,2,9,9,2017,1,bardzo dobry,1,secondary
Stare Miasto,926900.0,71.3,3,4,7,2023,1,nowe wykończone,0,primary
Fabryczna,714000.0,66.16,3,3,4,2023,1,deweloperski,0,primary
Krzyki,485000.0,40.8,2,2,2,1930,0,bardzo dobry,1,secondary
Stare Miasto,779946.0,42.62,2,2,23,2024,1,wysoki standard,0,primary
Krzyki,1150000.0,63.54,3,14,17,2017,1,wysoki standard,1,secondary
Krzyki,627900.0,46.0,2,1,4,2024,1,do wykończenia,0,primary
Krzyki,522393.0,32.67,1,6,6,2022,1,bardzo dobry,0,primary
Krzyki,740700.0,40.04,2,0,7,2022,1,bardzo dobry,1,secondary
Krzyki,1859000.0,193.43,6,1,1,2018,1,wysoki standard,1,secondary
Fabryczna,929000.0,88.49,4,0,4,2023,1,deweloperski,0,primary
Stare Miasto,869860.0,71.3,4,2,7,2023,1,do wykończenia,0,primary
Krzyki,2354260.0,150.48,4,2,2,2024,1,do wykończenia,0,primary
Stare Miasto,497000.0,27.0,1,0,6,2023,1,bardzo dobry,0,primary
Krzyki,499999.0,40.0,2,2,2,2024,0,deweloperski,0,primary
Krzyki,614000.0,54.31,3,2,2,2025,0,deweloperski,0,primary
Fabryczna,640000.0,50.0,2,0,4,2013,1,dobry,0,secondary
Krzyki,651232.0,48.7,2,3,4,2024,1,deweloperski,0,primary
Krzyki,645325.0,51.0,3,0,8,2026,0,deweloperski,0,primary
Psie Pole,531423.0,42.21,2,1,2,2025,0,deweloperski,0,primary
Krzyki,1200000.0,131.12,4,0,1,2024,1,do wykończenia,0,primary
Psie Pole,799000.0,61.0,3,1,4,2018,0,wysoki standard,1,secondary
Stare Miasto,1069000.0,74.15,4,1,6,2023,1,deweloperski,0,primary
Psie Pole,592722.0,58.11,3,2,3,2024,0,deweloperski,0,primary
Fabryczna,809000.0,64.73,4,4,4,2023,1,deweloperski,0,primary
Fabryczna,769900.0,64.4,3,2,4,2014,0,bardzo dobry,1,secondary
Stare Miasto,899000.0,61.43,3,2,6,2023,1,deweloperski,0,primary
Śródmieście,699000.0,70.0,2,2,5,1930,0,dobry,0,secondary
Krzyki,797375.0,64.5,3,0,2,2024,1,do wykończenia,0,primary
Krzyki,649000.0,41.0,2,6,10,1980,0,bardzo dobry,1,secondary
Krzyki,635872.0,58.7,2,3,3,2023,1,do wykończenia,0,primary
Inne,888000.0,43.57,2,2,6,2023,1,wysoki standard,1,secondary
Psie Pole,747000.0,36.0,2,5,17,2013,1,wysoki standard,0,secondary
Krzyki,693028.0,65.38,3,2,4,2024,1,deweloperski,0,primary
Krzyki,818000.0,70.58,4,0,3,2024,1,do wykończenia,0,primary
Krzyki,551600.0,35.62,2,3,8,2026,1,do wykończenia,0,primary
Inne,630000.0,61.0,3,4,4,1984,1,wysoki standard,1,secondary
Krzyki,788500.0,76.0,5,2,3,2023,1,do wykończenia,0,primary
Krzyki,700000.0,67.8,3,4,4,1918,1,wysoki standard,1,secondary
Krzyki,937945.0,86.05,3,3,3,2024,1,deweloperski,0,primary
Fabryczna,528000.0,40.0,2,1,3,2025,1,do wykończenia,0,primary
Inne,499000.0,36.0,2,8,8,1970,0,do remontu,0,secondary
Stare Miasto,943792.0,38.19,2,2,4,2023,1,do wykończenia,0,primary
Śródmieście,1933800.0,117.2,5,5,9,2021,1,deweloperski,0,primary
Krzyki,529000.0,28.43,2,2,2,2017,0,dobry,0,secondary
Krzyki,1250000.0,138.0,6,2,3,2007,0,bardzo dobry,0,secondary
Psie Pole,769999.0,59.1,3,5,6,2015,1,bardzo dobry,1,secondary
Psie Pole,795000.0,40.0,2,7,8,2023,1,bardzo dobry,1,secondary
Stare Miasto,1149200.0,77.36,3,4,4,2024,1,deweloperski,0,primary
Stare Miasto,790983.0,53.9,3,0,6,2023,1,deweloperski,0,primary
Krzyki,799000.0,63.0,3,2,4,1936,1,bardzo dobry,0,secondary
Krzyki,680000.0,56.0,2,2,5,2000,1,bardzo dobry,0,secondary
Krzyki,829238.0,58.5,3,4,4,2024,0,do wykończenia,0,primary
Krzyki,561255.0,42.93,2,2,2,2022,0,do wykończenia,0,primary
Krzyki,873325.0,67.7,3,0,2,2025,1,deweloperski,0,primary
Psie Pole,655700.0,51.2,2,0,2,2023,1,wysoki standard,1,primary
Psie Pole,645000.0,34.7,2,3,8,2023,1,deweloperski,0,primary
Krzyki,768915.0,73.23,3,3,3,2024,0,deweloperski,0,primary
Fabryczna,699000.0,63.89,3,2,4,2023,1,do wykończenia,0,primary
Krzyki,3700000.0,121.59,3,1,3,2009,1,bardzo dobry,0,secondary
Psie Pole,1400000.0,72.0,3,1,4,2019,1,wysoki standard,0,secondary
Psie Pole,498550.0,42.25,2,2,2,2025,1,do wykończenia,0,primary
Psie Pole,612540.0,54.74,3,0,2,2024,1,deweloperski,0,primary
Krzyki,1046550.0,72.35,4,5,8,2026,1,do wykończenia,0,primary
Inne,1190000.0,107.2,4,0,1,2023,0,do wykończenia,0,primary
Krzyki,499200.0,35.63,2,0,8,2026,0,deweloperski,0,primary
Krzyki,999900.0,96.3,4,0,2,2024,0,do wykończenia,0,primary
Śródmieście,886048.0,44.94,2,16,17,2023,1,do wykończenia,0,primary
Krzyki,999900.0,118.27,4,1,2,2024,0,do wykończenia,0,primary
Fabryczna,741589.0,62.8,3,3,3,2025,0,deweloperski,0,primary
Krzyki,619000.0,47.5,2,3,3,2024,1,deweloperski,0,primary
Fabryczna,1600840.0,130.15,5,7,11,2024,0,deweloperski,0,secondary
Psie Pole,718000.0,38.0,2,1,3,2023,1,do wykończenia,0,secondary
Stare Miasto,1098555.0,86.5,4,3,7,2023,1,do wykończenia,0,primary
Inne,607300.0,52.85,2,0,2,2021,0,deweloperski,0,primary
Stare Miasto,1140600.0,63.26,4,3,4,1952,1,bardzo dobry,0,secondary
Psie Pole,510000.0,35.0,2,7,10,1980,0,bardzo dobry,1,secondary
Krzyki,1199000.0,59.3,3,3,4,2021,1,wysoki standard,1,secondary
Psie Pole,1310000.0,146.0,5,0,2,2010,1,wysoki standard,1,secondary
Stare Miasto,965900.0,74.3,4,2,7,2023,1,do wykończenia,0,primary
Krzyki,975000.0,118.36,3,1,1,2022,0,deweloperski,0,primary
Stare Miasto,869000.0,71.3,4,2,7,2023,1,do wykończenia,0,primary
Krzyki,1085975.0,79.28,4,3,8,2026,1,do wykończenia,0,primary
Krzyki,592000.0,41.9,2,3,3,2025,1,deweloperski,0,primary
Krzyki,1151528.0,83.9,5,4,4,2024,1,do wykończenia,0,primary
Psie Pole,579000.0,32.49,1,1,5,2026,1,bardzo dobry,0,primary
Fabryczna,730000.0,66.0,2,1,1,2006,0,dobry,1,secondary
Krzyki,1050000.0,82.0,4,3,7,2024,0,deweloperski,0,primary
Krzyki,869750.0,70.49,4,1,4,2025,0,deweloperski,0,primary
Krzyki,870025.0,55.8,3,8,8,2026,1,do wykończenia,0,primary
Stare Miasto,519000.0,41.0,2,0,4,1918,0,wysoki standard,0,secondary
Inne,494000.0,38.9,2,0,2,2025,1,deweloperski,0,primary
Stare Miasto,1397964.0,72.06,4,5,23,2024,1,do wykończenia,0,primary
Krzyki,974234.0,89.35,5,0,1,2025,1,do wykończenia,0,primary
Fabryczna,520000.0,50.27,2,3,4,1930,0,do remontu,0,secondary
Krzyki,707509.0,61.0,3,2,2,2025,1,wysoki standard,0,primary
Krzyki,719854.0,58.17,3,1,2,2023,0,do wykończenia,0,primary
Krzyki,799000.0,62.5,4,1,4,1973,0,bardzo dobry,0,secondary
Psie Pole,730896.0,60.3,3,1,5,2025,1,deweloperski,0,primary
Stare Miasto,1744920.0,78.6,4,17,23,2024,1,do wykończenia,0,primary
Fabryczna,1250000.0,88.8,4,1,4,2015,1,wysoki standard,1,secondary
Psie Pole,1530000.0,110.53,4,6,7,2023,0,deweloperski,0,primary
Krzyki,640000.0,56.6,3,1,3,2023,1,deweloperski,0,primary
Fabryczna,639000.0,51.49,3,2,4,2023,0,deweloperski,0,primary
Krzyki,805000.0,45.0,2,5,6,2012,1,wysoki standard,1,secondary
Krzyki,555048.0,68.95,4,1,2,2025,0,deweloperski,0,primary
Psie Pole,1109000.0,80.05,4,2,9,2022,1,deweloperski,0,primary
Stare Miasto,932484.0,52.86,3,1,6,2024,1,do wykończenia,0,primary
Krzyki,517888.0,40.46,2,3,4,2025,0,deweloperski,0,primary
Krzyki,950000.0,83.04,4,0,2,2024,1,wysoki standard,0,primary
Psie Pole,1619000.0,128.53,4,7,9,2023,0,deweloperski,0,primary
Psie Pole,584756.0,45.0,2,1,5,2025,1,deweloperski,0,primary
Stare Miasto,2026919.0,87.69,4,6,6,2023,1,do wykończenia,0,primary
Stare Miasto,1351350.0,100.1,3,7,7,2023,0,do wykończenia,0,primary
Krzyki,521139.0,43.83,2,1,2,2023,1,do wykończenia,0,primary
Stare Miasto,864503.0,57.34,2,3,3,2024,1,do wykończenia,0,primary
Psie Pole,999000.0,74.0,2,0,9,2023,1,deweloperski,0,primary
Fabryczna,975769.0,83.3,5,1,3,2025,0,deweloperski,0,primary
Stare Miasto,799000.0,54.06,3,1,4,2026,1,deweloperski,0,primary
Fabryczna,990000.0,53.73,2,0,2,2023,1,wysoki standard,1,secondary
Krzyki,1076667.0,89.35,5,0,1,2024,0,do wykończenia,0,primary
Fabryczna,623000.0,51.49,3,4,4,2023,1,do wykończenia,0,primary
Fabryczna,769000.0,77.78,4,0,3,2023,1,do wykończenia,0,secondary
Krzyki,1262850.0,91.32,5,5,8,2026,1,do wykończenia,0,primary
Krzyki,1100000.0,119.29,4,1,1,2024,1,do wykończenia,0,primary
Krzyki,798969.0,74.69,3,2,3,2023,1,do wykończenia,0,primary
Krzyki,1144375.0,74.22,4,3,8,2026,0,deweloperski,0,primary
Fabryczna,691720.0,61.8,3,0,3,2025,0,do wykończenia,0,primary
Fabryczna,409457.0,53.16,2,3,4,2023,0,do wykończenia,0,primary
Fabryczna,1039000.0,73.5,3,2,4,1997,0,bardzo dobry,0,secondary
Krzyki,618970.0,56.27,3,0,3,2024,1,do wykończenia,0,primary
Krzyki,487000.0,37.04,2,1,4,2024,1,deweloperski,0,primary
Krzyki,685000.0,44.0,2,2,4,2018,1,dobry,0,secondary
Stare Miasto,549000.0,32.28,2,4,6,2026,1,deweloperski,0,primary
